0.944,Max14:9.0,Sherman12:8.7,Chris20:7.2,Danny19:11.3,Jeffrey1:10.3,Marcus17:7.9,Karen13:9.5,Ryan18:8.9,Frank8:10.7,Joeseph9:9.0,Jose15:10.7,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:9.5,Tom11:7.2,Michael7:9.2,Vivien3:10.5,Jessica10:9.3,John4:7.6
0.968,Max14:9.0,Sherman12:8.7,Chris20:7.1,Danny19:11.4,Jeffrey1:10.3,Marcus17:7.9,Karen13:9.5,Ryan18:8.9,Frank8:10.7,Joeseph9:9.0,Jose15:10.7,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:9.6,Tom11:7.2,Michael7:9.2,Vivien3:10.5,Jessica10:9.3,John4:7.6
0.968,Max14:9.0,Sherman12:8.7,Chris20:7.1,Danny19:11.4,Jeffrey1:10.3,Marcus17:7.9,Karen13:9.5,Ryan18:8.9,Frank8:10.7,Joeseph9:9.0,Jose15:10.7,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:9.6,Tom11:7.2,Michael7:9.2,Vivien3:10.5,Jessica10:9.3,John4:7.6
1.8166666666666667,Max14:9.0,Sherman12:8.9,Chris20:8.9,Danny19:9.2,Jeffrey1:9.1,Marcus17:8.9,Karen13:9.1,Ryan18:9.0,Frank8:9.1,Joeseph9:9.0,Jose15:9.1,Martin16:9.0,Khoman 6:9.0,Alex2:8.8,Jonathan5:9.0,Tom11:8.8,Michael7:9.1,Vivien3:9.1,Jessica10:9.1,John4:8.9
1.7566666666666666,Max14:9.0,Sherman12:8.8,Chris20:8.8,Danny19:9.4,Jeffrey1:9.2,Marcus17:8.8,Karen13:9.2,Ryan18:9.0,Frank8:9.2,Joeseph9:9.0,Jose15:9.2,Martin16:9.0,Khoman 6:9.0,Alex2:8.6,Jonathan5:9.0,Tom11:8.6,Michael7:9.2,Vivien3:9.2,Jessica10:9.2,John4:8.8
1.6833333333333333,Max14:9.0,Sherman12:8.7,Chris20:8.7,Danny19:9.6,Jeffrey1:9.3,Marcus17:8.7,Karen13:9.3,Ryan18:9.0,Frank8:9.3,Joeseph9:9.0,Jose15:9.3,Martin16:9.0,Khoman 6:9.0,Alex2:8.4,Jonathan5:9.0,Tom11:8.5,Michael7:9.3,Vivien3:9.3,Jessica10:9.3,John4:8.7
1.5633333333333332,Max14:9.0,Sherman12:8.6,Chris20:8.6,Danny19:9.8,Jeffrey1:9.4,Marcus17:8.6,Karen13:9.4,Ryan18:9.0,Frank8:9.4,Joeseph9:9.0,Jose15:9.4,Martin16:9.0,Khoman 6:9.0,Alex2:8.2,Jonathan5:9.0,Tom11:8.4,Michael7:9.4,Vivien3:9.4,Jessica10:9.4,John4:8.6
1.53,Max14:9.0,Sherman12:8.5,Chris20:8.5,Danny19:9.9,Jeffrey1:9.5,Marcus17:8.5,Karen13:9.5,Ryan18:9.0,Frank8:9.5,Joeseph9:9.0,Jose15:9.5,Martin16:9.0,Khoman 6:9.0,Alex2:8.1,Jonathan5:9.1,Tom11:8.3,Michael7:9.5,Vivien3:9.5,Jessica10:9.5,John4:8.5
1.4566666666666668,Max14:8.9,Sherman12:8.4,Chris20:8.4,Danny19:10.0,Jeffrey1:9.6,Marcus17:8.4,Karen13:9.6,Ryan18:9.0,Frank8:9.6,Joeseph9:9.0,Jose15:9.6,Martin16:9.0,Khoman 6:9.0,Alex2:8.0,Jonathan5:9.1,Tom11:8.2,Michael7:9.6,Vivien3:9.6,Jessica10:9.6,John4:8.4
1.41,Max14:8.9,Sherman12:8.4,Chris20:8.3,Danny19:10.1,Jeffrey1:9.7,Marcus17:8.3,Karen13:9.7,Ryan18:9.0,Frank8:9.7,Joeseph9:9.0,Jose15:9.7,Martin16:9.0,Khoman 6:9.0,Alex2:7.9,Jonathan5:9.2,Tom11:8.1,Michael7:9.6,Vivien3:9.7,Jessica10:9.7,John4:8.3
1.35,Max14:8.9,Sherman12:8.4,Chris20:8.2,Danny19:10.2,Jeffrey1:9.8,Marcus17:8.2,Karen13:9.8,Ryan18:9.0,Frank8:9.8,Joeseph9:9.0,Jose15:9.8,Martin16:9.0,Khoman 6:9.0,Alex2:7.8,Jonathan5:9.3,Tom11:8.0,Michael7:9.6,Vivien3:9.8,Jessica10:9.8,John4:8.2
1.3166666666666667,Max14:8.9,Sherman12:8.4,Chris20:8.1,Danny19:10.3,Jeffrey1:9.9,Marcus17:8.1,Karen13:9.8,Ryan18:9.0,Frank8:9.9,Joeseph9:9.0,Jose15:9.9,Martin16:9.0,Khoman 6:9.0,Alex2:7.7,Jonathan5:9.4,Tom11:7.9,Michael7:9.6,Vivien3:9.9,Jessica10:9.8,John4:8.1
1.29,Max14:8.9,Sherman12:8.4,Chris20:8.0,Danny19:10.4,Jeffrey1:9.9,Marcus17:8.0,Karen13:9.8,Ryan18:9.0,Frank8:10.0,Joeseph9:9.0,Jose15:10.0,Martin16:9.0,Khoman 6:9.0,Alex2:7.6,Jonathan5:9.4,Tom11:7.8,Michael7:9.7,Vivien3:10.0,Jessica10:9.8,John4:8.0
1.2366666666666666,Max14:8.9,Sherman12:8.4,Chris20:7.9,Danny19:10.5,Jeffrey1:10.0,Marcus17:7.9,Karen13:9.8,Ryan18:9.0,Frank8:10.1,Joeseph9:9.0,Jose15:10.1,Martin16:9.0,Khoman 6:9.0,Alex2:7.5,Jonathan5:9.4,Tom11:7.7,Michael7:9.7,Vivien3:10.1,Jessica10:9.9,John4:7.9
1.19,Max14:8.9,Sherman12:8.4,Chris20:7.8,Danny19:10.6,Jeffrey1:10.0,Marcus17:7.8,Karen13:9.8,Ryan18:9.0,Frank8:10.2,Joeseph9:9.0,Jose15:10.2,Martin16:9.0,Khoman 6:9.0,Alex2:7.4,Jonathan5:9.5,Tom11:7.6,Michael7:9.7,Vivien3:10.2,Jessica10:9.9,John4:7.8
1.1233333333333333,Max14:8.9,Sherman12:8.4,Chris20:7.7,Danny19:10.7,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:10.3,Joeseph9:9.0,Jose15:10.3,Martin16:9.0,Khoman 6:9.0,Alex2:7.3,Jonathan5:9.6,Tom11:7.5,Michael7:9.7,Vivien3:10.3,Jessica10:9.9,John4:7.7
1.0833333333333333,Max14:8.9,Sherman12:8.4,Chris20:7.6,Danny19:10.8,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:10.4,Joeseph9:9.0,Jose15:10.4,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.6,Tom11:7.4,Michael7:9.7,Vivien3:10.4,Jessica10:9.9,John4:7.6
1.0633333333333332,Max14:8.9,Sherman12:8.4,Chris20:7.5,Danny19:10.9,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:10.5,Joeseph9:9.0,Jose15:10.5,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.7,Tom11:7.3,Michael7:9.7,Vivien3:10.4,Jessica10:9.9,John4:7.6
1.0566666666666666,Max14:8.9,Sherman12:8.4,Chris20:7.4,Danny19:11.0,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:10.6,Joeseph9:9.0,Jose15:10.6,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.8,Tom11:7.3,Michael7:9.7,Vivien3:10.4,Jessica10:9.9,John4:7.6
1.0433333333333332,Max14:8.9,Sherman12:8.4,Chris20:7.3,Danny19:11.1,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:10.7,Joeseph9:9.0,Jose15:10.7,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.8,Tom11:7.3,Michael7:9.8,Vivien3:10.5,Jessica10:9.9,John4:7.6
1.01,Max14:8.9,Sherman12:8.4,Chris20:7.2,Danny19:11.2,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:10.8,Joeseph9:9.0,Jose15:10.7,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.8,Tom11:7.3,Michael7:9.8,Vivien3:10.6,Jessica10:9.9,John4:7.5
0.9766666666666667,Max14:8.9,Sherman12:8.4,Chris20:7.2,Danny19:11.3,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:10.9,Joeseph9:9.0,Jose15:10.8,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.9,Tom11:7.3,Michael7:9.8,Vivien3:10.7,Jessica10:9.9,John4:7.5
0.9633333333333334,Max14:8.9,Sherman12:8.4,Chris20:7.2,Danny19:11.4,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:11.0,Joeseph9:9.0,Jose15:10.9,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.9,Tom11:7.3,Michael7:9.9,Vivien3:10.7,Jessica10:9.9,John4:7.5
0.97,Max14:8.9,Sherman12:8.4,Chris20:7.2,Danny19:11.4,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:11.1,Joeseph9:9.0,Jose15:10.9,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:10.0,Tom11:7.3,Michael7:10.0,Vivien3:10.8,Jessica10:9.9,John4:7.5
0.9433333333333334,Max14:8.9,Sherman12:8.4,Chris20:7.2,Danny19:11.5,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:11.1,Joeseph9:9.0,Jose15:11.0,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:10.1,Tom11:7.3,Michael7:10.0,Vivien3:10.9,Jessica10:9.9,John4:7.5
0.9433333333333334,Max14:8.9,Sherman12:8.4,Chris20:7.2,Danny19:11.5,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:11.2,Joeseph9:9.0,Jose15:11.0,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:10.1,Tom11:7.3,Michael7:10.0,Vivien3:10.9,Jessica10:9.9,John4:7.5
0.9433333333333334,Max14:8.9,Sherman12:8.4,Chris20:7.2,Danny19:11.6,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:11.2,Joeseph9:9.0,Jose15:11.0,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:10.1,Tom11:7.3,Michael7:10.0,Vivien3:10.9,Jessica10:9.9,John4:7.5
0.9366666666666666,Max14:8.9,Sherman12:8.4,Chris20:7.2,Danny19:11.6,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:11.3,Joeseph9:9.0,Jose15:11.0,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:10.1,Tom11:7.3,Michael7:10.0,Vivien3:10.9,Jessica10:9.9,John4:7.5
0.9233333333333333,Max14:8.9,Sherman12:8.4,Chris20:7.2,Danny19:11.6,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:11.3,Joeseph9:9.0,Jose15:11.0,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:10.1,Tom11:7.3,Michael7:10.0,Vivien3:11.0,Jessica10:9.9,John4:7.5
0.9233333333333333,Max14:8.9,Sherman12:8.4,Chris20:7.2,Danny19:11.6,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.8,Ryan18:9.0,Frank8:11.3,Joeseph9:9.0,Jose15:11.0,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:10.1,Tom11:7.3,Michael7:10.0,Vivien3:11.0,Jessica10:9.9,John4:7.5
1.955,Max14:8.9,Sherman12:9.0,Chris20:8.9,Danny19:9.2,Jeffrey1:9.1,Marcus17:8.8,Karen13:9.1,Ryan18:8.9,Frank8:9.2,Joeseph9:9.1,Jose15:9.2,Martin16:9.0,Khoman 6:9.0,Alex2:8.8,Jonathan5:9.0,Tom11:8.8,Michael7:9.1,Vivien3:9.1,Jessica10:9.1,John4:8.9
1.845,Max14:8.8,Sherman12:9.0,Chris20:8.8,Danny19:9.4,Jeffrey1:9.2,Marcus17:8.6,Karen13:9.2,Ryan18:8.8,Frank8:9.4,Joeseph9:9.2,Jose15:9.4,Martin16:9.0,Khoman 6:9.0,Alex2:8.6,Jonathan5:9.0,Tom11:8.6,Michael7:9.2,Vivien3:9.2,Jessica10:9.2,John4:8.8
1.705,Max14:8.7,Sherman12:9.0,Chris20:8.7,Danny19:9.6,Jeffrey1:9.3,Marcus17:8.5,Karen13:9.3,Ryan18:8.8,Frank8:9.6,Joeseph9:9.3,Jose15:9.6,Martin16:9.0,Khoman 6:9.0,Alex2:8.4,Jonathan5:9.0,Tom11:8.4,Michael7:9.3,Vivien3:9.3,Jessica10:9.3,John4:8.7
1.62,Max14:8.7,Sherman12:8.9,Chris20:8.6,Danny19:9.8,Jeffrey1:9.4,Marcus17:8.4,Karen13:9.4,Ryan18:8.8,Frank8:9.7,Joeseph9:9.4,Jose15:9.8,Martin16:9.0,Khoman 6:9.0,Alex2:8.2,Jonathan5:9.0,Tom11:8.3,Michael7:9.4,Vivien3:9.4,Jessica10:9.4,John4:8.6
1.58,Max14:8.7,Sherman12:8.9,Chris20:8.5,Danny19:10.0,Jeffrey1:9.5,Marcus17:8.3,Karen13:9.5,Ryan18:8.8,Frank8:9.8,Joeseph9:9.4,Jose15:9.9,Martin16:9.0,Khoman 6:9.0,Alex2:8.1,Jonathan5:9.1,Tom11:8.2,Michael7:9.4,Vivien3:9.5,Jessica10:9.5,John4:8.5
1.52,Max14:8.7,Sherman12:8.9,Chris20:8.4,Danny19:10.2,Jeffrey1:9.6,Marcus17:8.2,Karen13:9.6,Ryan18:8.8,Frank8:9.9,Joeseph9:9.4,Jose15:10.0,Martin16:9.0,Khoman 6:9.0,Alex2:8.0,Jonathan5:9.2,Tom11:8.1,Michael7:9.5,Vivien3:9.6,Jessica10:9.6,John4:8.4
1.475,Max14:8.7,Sherman12:8.9,Chris20:8.3,Danny19:10.4,Jeffrey1:9.7,Marcus17:8.1,Karen13:9.7,Ryan18:8.8,Frank8:10.0,Joeseph9:9.4,Jose15:10.1,Martin16:9.0,Khoman 6:9.0,Alex2:7.9,Jonathan5:9.2,Tom11:8.0,Michael7:9.6,Vivien3:9.7,Jessica10:9.7,John4:8.3
1.41,Max14:8.7,Sherman12:8.8,Chris20:8.2,Danny19:10.5,Jeffrey1:9.8,Marcus17:8.0,Karen13:9.7,Ryan18:8.7,Frank8:10.1,Joeseph9:9.5,Jose15:10.2,Martin16:9.0,Khoman 6:9.0,Alex2:7.8,Jonathan5:9.3,Tom11:7.9,Michael7:9.7,Vivien3:9.8,Jessica10:9.7,John4:8.2
1.38,Max14:8.7,Sherman12:8.8,Chris20:8.1,Danny19:10.6,Jeffrey1:9.9,Marcus17:7.9,Karen13:9.7,Ryan18:8.7,Frank8:10.2,Joeseph9:9.5,Jose15:10.3,Martin16:9.0,Khoman 6:9.0,Alex2:7.7,Jonathan5:9.4,Tom11:7.8,Michael7:9.7,Vivien3:9.9,Jessica10:9.7,John4:8.1
1.305,Max14:8.7,Sherman12:8.8,Chris20:8.0,Danny19:10.7,Jeffrey1:10.0,Marcus17:7.8,Karen13:9.7,Ryan18:8.7,Frank8:10.3,Joeseph9:9.5,Jose15:10.4,Martin16:9.0,Khoman 6:9.0,Alex2:7.6,Jonathan5:9.4,Tom11:7.7,Michael7:9.7,Vivien3:10.0,Jessica10:9.7,John4:8.0
1.27,Max14:8.7,Sherman12:8.8,Chris20:7.9,Danny19:10.8,Jeffrey1:10.1,Marcus17:7.7,Karen13:9.7,Ryan18:8.7,Frank8:10.4,Joeseph9:9.5,Jose15:10.5,Martin16:9.0,Khoman 6:9.0,Alex2:7.5,Jonathan5:9.5,Tom11:7.6,Michael7:9.8,Vivien3:10.0,Jessica10:9.7,John4:8.0
1.235,Max14:8.7,Sherman12:8.8,Chris20:7.8,Danny19:10.9,Jeffrey1:10.1,Marcus17:7.6,Karen13:9.7,Ryan18:8.7,Frank8:10.5,Joeseph9:9.5,Jose15:10.6,Martin16:9.0,Khoman 6:9.0,Alex2:7.4,Jonathan5:9.6,Tom11:7.5,Michael7:9.8,Vivien3:10.0,Jessica10:9.7,John4:8.0
1.19,Max14:8.6,Sherman12:8.8,Chris20:7.7,Danny19:11.0,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.7,Frank8:10.6,Joeseph9:9.5,Jose15:10.7,Martin16:9.0,Khoman 6:9.0,Alex2:7.3,Jonathan5:9.7,Tom11:7.4,Michael7:9.8,Vivien3:10.0,Jessica10:9.7,John4:7.9
1.135,Max14:8.5,Sherman12:8.8,Chris20:7.6,Danny19:11.1,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:10.7,Joeseph9:9.5,Jose15:10.8,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.7,Tom11:7.3,Michael7:9.8,Vivien3:10.1,Jessica10:9.7,John4:7.9
1.13,Max14:8.5,Sherman12:8.8,Chris20:7.5,Danny19:11.2,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:10.8,Joeseph9:9.5,Jose15:10.9,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.8,Tom11:7.2,Michael7:9.8,Vivien3:10.1,Jessica10:9.7,John4:7.9
1.095,Max14:8.5,Sherman12:8.8,Chris20:7.4,Danny19:11.3,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:10.9,Joeseph9:9.5,Jose15:11.0,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.8,Tom11:7.1,Michael7:9.8,Vivien3:10.1,Jessica10:9.7,John4:7.9
1.075,Max14:8.5,Sherman12:8.8,Chris20:7.4,Danny19:11.4,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:11.0,Joeseph9:9.5,Jose15:11.1,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.9,Tom11:7.0,Michael7:9.8,Vivien3:10.2,Jessica10:9.7,John4:7.9
1.025,Max14:8.5,Sherman12:8.8,Chris20:7.3,Danny19:11.5,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:11.1,Joeseph9:9.5,Jose15:11.2,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:9.9,Tom11:6.9,Michael7:9.9,Vivien3:10.2,Jessica10:9.7,John4:7.9
1.03,Max14:8.5,Sherman12:8.8,Chris20:7.3,Danny19:11.6,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:11.2,Joeseph9:9.5,Jose15:11.2,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:10.0,Tom11:6.8,Michael7:10.0,Vivien3:10.3,Jessica10:9.7,John4:7.9
1.015,Max14:8.5,Sherman12:8.8,Chris20:7.3,Danny19:11.7,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:11.3,Joeseph9:9.5,Jose15:11.2,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:10.0,Tom11:6.8,Michael7:10.0,Vivien3:10.3,Jessica10:9.7,John4:7.9
1.0,Max14:8.5,Sherman12:8.8,Chris20:7.3,Danny19:11.7,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:11.4,Joeseph9:9.5,Jose15:11.2,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:10.1,Tom11:6.8,Michael7:10.0,Vivien3:10.4,Jessica10:9.7,John4:7.9
0.985,Max14:8.5,Sherman12:8.8,Chris20:7.3,Danny19:11.7,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:11.5,Joeseph9:9.5,Jose15:11.2,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:10.1,Tom11:6.8,Michael7:10.0,Vivien3:10.4,Jessica10:9.7,John4:7.9
0.985,Max14:8.5,Sherman12:8.8,Chris20:7.3,Danny19:11.7,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:11.5,Joeseph9:9.5,Jose15:11.2,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:10.1,Tom11:6.8,Michael7:10.0,Vivien3:10.5,Jessica10:9.7,John4:7.9
0.985,Max14:8.5,Sherman12:8.8,Chris20:7.3,Danny19:11.7,Jeffrey1:10.2,Marcus17:7.5,Karen13:9.7,Ryan18:8.6,Frank8:11.5,Joeseph9:9.5,Jose15:11.2,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:10.1,Tom11:6.8,Michael7:10.0,Vivien3:10.5,Jessica10:9.7,John4:7.9
2.024,Max14:8.9,Sherman12:8.9,Chris20:8.8,Danny19:9.2,Jeffrey1:9.1,Marcus17:8.9,Karen13:9.1,Ryan18:9.0,Frank8:9.2,Joeseph9:9.1,Jose15:9.2,Martin16:9.0,Khoman 6:9.0,Alex2:8.7,Jonathan5:9.1,Tom11:8.8,Michael7:9.1,Vivien3:9.1,Jessica10:9.0,John4:8.9
1.912,Max14:8.8,Sherman12:8.8,Chris20:8.6,Danny19:9.4,Jeffrey1:9.2,Marcus17:8.8,Karen13:9.2,Ryan18:9.0,Frank8:9.4,Joeseph9:9.2,Jose15:9.4,Martin16:9.0,Khoman 6:9.0,Alex2:8.4,Jonathan5:9.2,Tom11:8.6,Michael7:9.2,Vivien3:9.2,Jessica10:9.0,John4:8.8
1.748,Max14:8.8,Sherman12:8.7,Chris20:8.4,Danny19:9.6,Jeffrey1:9.3,Marcus17:8.7,Karen13:9.3,Ryan18:9.0,Frank8:9.6,Joeseph9:9.3,Jose15:9.6,Martin16:9.0,Khoman 6:9.0,Alex2:8.2,Jonathan5:9.3,Tom11:8.4,Michael7:9.3,Vivien3:9.3,Jessica10:9.0,John4:8.7
1.652,Max14:8.8,Sherman12:8.7,Chris20:8.3,Danny19:9.8,Jeffrey1:9.4,Marcus17:8.6,Karen13:9.4,Ryan18:9.0,Frank8:9.8,Joeseph9:9.3,Jose15:9.8,Martin16:9.0,Khoman 6:9.0,Alex2:8.0,Jonathan5:9.4,Tom11:8.3,Michael7:9.4,Vivien3:9.4,Jessica10:9.1,John4:8.6
1.596,Max14:8.8,Sherman12:8.7,Chris20:8.2,Danny19:10.0,Jeffrey1:9.5,Marcus17:8.5,Karen13:9.4,Ryan18:9.0,Frank8:10.0,Joeseph9:9.3,Jose15:9.9,Martin16:9.0,Khoman 6:9.0,Alex2:7.8,Jonathan5:9.5,Tom11:8.2,Michael7:9.5,Vivien3:9.5,Jessica10:9.1,John4:8.5
1.52,Max14:8.8,Sherman12:8.7,Chris20:8.1,Danny19:10.2,Jeffrey1:9.6,Marcus17:8.4,Karen13:9.5,Ryan18:9.0,Frank8:10.2,Joeseph9:9.3,Jose15:10.0,Martin16:9.0,Khoman 6:9.0,Alex2:7.6,Jonathan5:9.6,Tom11:8.1,Michael7:9.6,Vivien3:9.6,Jessica10:9.1,John4:8.4
1.48,Max14:8.8,Sherman12:8.7,Chris20:8.0,Danny19:10.4,Jeffrey1:9.6,Marcus17:8.3,Karen13:9.6,Ryan18:9.0,Frank8:10.4,Joeseph9:9.4,Jose15:10.1,Martin16:9.0,Khoman 6:9.0,Alex2:7.5,Jonathan5:9.7,Tom11:8.0,Michael7:9.7,Vivien3:9.7,Jessica10:9.1,John4:8.3
1.412,Max14:8.8,Sherman12:8.7,Chris20:7.9,Danny19:10.6,Jeffrey1:9.6,Marcus17:8.2,Karen13:9.6,Ryan18:9.0,Frank8:10.5,Joeseph9:9.5,Jose15:10.2,Martin16:9.0,Khoman 6:9.0,Alex2:7.4,Jonathan5:9.8,Tom11:7.9,Michael7:9.8,Vivien3:9.8,Jessica10:9.1,John4:8.2
1.344,Max14:8.8,Sherman12:8.7,Chris20:7.8,Danny19:10.7,Jeffrey1:9.6,Marcus17:8.1,Karen13:9.6,Ryan18:9.0,Frank8:10.6,Joeseph9:9.6,Jose15:10.3,Martin16:9.0,Khoman 6:9.0,Alex2:7.3,Jonathan5:9.9,Tom11:7.8,Michael7:9.9,Vivien3:9.9,Jessica10:9.1,John4:8.1
1.296,Max14:8.8,Sherman12:8.7,Chris20:7.7,Danny19:10.8,Jeffrey1:9.6,Marcus17:8.0,Karen13:9.6,Ryan18:8.9,Frank8:10.7,Joeseph9:9.6,Jose15:10.4,Martin16:9.0,Khoman 6:9.0,Alex2:7.2,Jonathan5:10.0,Tom11:7.7,Michael7:10.0,Vivien3:10.0,Jessica10:9.1,John4:8.0
1.244,Max14:8.8,Sherman12:8.7,Chris20:7.6,Danny19:10.9,Jeffrey1:9.6,Marcus17:7.9,Karen13:9.6,Ryan18:8.9,Frank8:10.8,Joeseph9:9.6,Jose15:10.5,Martin16:9.0,Khoman 6:9.0,Alex2:7.1,Jonathan5:10.1,Tom11:7.6,Michael7:10.0,Vivien3:10.1,Jessica10:9.2,John4:7.9
1.176,Max14:8.8,Sherman12:8.7,Chris20:7.5,Danny19:11.0,Jeffrey1:9.6,Marcus17:7.8,Karen13:9.6,Ryan18:8.9,Frank8:10.9,Joeseph9:9.6,Jose15:10.6,Martin16:9.0,Khoman 6:9.0,Alex2:7.0,Jonathan5:10.2,Tom11:7.5,Michael7:10.1,Vivien3:10.2,Jessica10:9.2,John4:7.8
1.156,Max14:8.8,Sherman12:8.7,Chris20:7.4,Danny19:11.1,Jeffrey1:9.6,Marcus17:7.8,Karen13:9.6,Ryan18:8.9,Frank8:11.0,Joeseph9:9.6,Jose15:10.7,Martin16:9.0,Khoman 6:9.0,Alex2:6.9,Jonathan5:10.2,Tom11:7.4,Michael7:10.1,Vivien3:10.2,Jessica10:9.3,John4:7.7
1.112,Max14:8.8,Sherman12:8.7,Chris20:7.3,Danny19:11.2,Jeffrey1:9.6,Marcus17:7.8,Karen13:9.6,Ryan18:8.9,Frank8:11.1,Joeseph9:9.6,Jose15:10.8,Martin16:9.0,Khoman 6:9.0,Alex2:6.8,Jonathan5:10.2,Tom11:7.3,Michael7:10.2,Vivien3:10.2,Jessica10:9.3,John4:7.7
1.088,Max14:8.8,Sherman12:8.7,Chris20:7.2,Danny19:11.3,Jeffrey1:9.6,Marcus17:7.8,Karen13:9.6,Ryan18:8.9,Frank8:11.2,Joeseph9:9.6,Jose15:10.9,Martin16:9.0,Khoman 6:9.0,Alex2:6.7,Jonathan5:10.2,Tom11:7.2,Michael7:10.2,Vivien3:10.2,Jessica10:9.3,John4:7.7
1.06,Max14:8.8,Sherman12:8.7,Chris20:7.1,Danny19:11.4,Jeffrey1:9.6,Marcus17:7.8,Karen13:9.6,Ryan18:8.9,Frank8:11.3,Joeseph9:9.6,Jose15:11.0,Martin16:9.0,Khoman 6:9.0,Alex2:6.6,Jonathan5:10.3,Tom11:7.1,Michael7:10.2,Vivien3:10.3,Jessica10:9.3,John4:7.7
1.016,Max14:8.8,Sherman12:8.7,Chris20:7.0,Danny19:11.5,Jeffrey1:9.6,Marcus17:7.8,Karen13:9.6,Ryan18:8.9,Frank8:11.4,Joeseph9:9.6,Jose15:11.1,Martin16:9.0,Khoman 6:9.0,Alex2:6.5,Jonathan5:10.4,Tom11:7.0,Michael7:10.2,Vivien3:10.3,Jessica10:9.3,John4:7.7
